TT_LOT_NO,SCHEDULE,DUE_HOUR,RECIPENAME,PROD_TIME,
LOT_A,LOT_A0002,240,REC0001,2.85,9975.45
LOT_A,LOT_A0009,240,REC0001,2.85,
LOT_A,LOT_A0010,240,REC0001,2.85,
LOT_A,LOT_A0012,240,REC0001,2.85,
LOT_A,LOT_A0013,240,REC0001,2.85,
LOT_A,LOT_A0015,240,REC0001,2.85,
LOT_A,LOT_A0018,240,REC0001,2.85,
LOT_A,LOT_A0020,240,REC0001,2.85,
LOT_A,LOT_A0022,240,REC0001,2.85,
LOT_A,LOT_A0024,240,REC0001,2.85,
LOT_A,LOT_A0028,240,REC0001,2.85,
LOT_A,LOT_A0031,240,REC0001,2.85,
LOT_A,LOT_A0032,240,REC0001,2.85,
LOT_AA,LOT_AA0002,120,REC0010,4.4,
LOT_AA,LOT_AA0004,120,REC0010,4.4,
LOT_AA,LOT_AA0005,120,REC0010,4.4,
LOT_AA,LOT_AA0009,120,REC0010,4.4,
LOT_AA,LOT_AA0017,120,REC0010,4.4,
LOT_AA,LOT_AA0020,120,REC0010,4.5,
LOT_AA,LOT_AA0025,120,REC0010,4.5,
LOT_AA,LOT_AA0026,120,REC0010,4.5,
LOT_AA,LOT_AA0027,120,REC0010,4.5,
LOT_AA,LOT_AA0029,120,REC0010,4.5,
LOT_AA,LOT_AA0034,120,REC0010,4.5,
LOT_AA,LOT_AA0036,120,REC0010,4.5,
LOT_AB,LOT_AB0001,48,REC0010,4.1,
LOT_AB,LOT_AB0003,48,REC0010,4.1,
LOT_AB,LOT_AB0009,48,REC0010,4.1,
LOT_AB,LOT_AB0010,48,REC0010,4.1,
LOT_AB,LOT_AB0016,48,REC0010,4.1,
LOT_AC,LOT_AC0001,72,REC0010,4.15,
LOT_AC,LOT_AC0003,72,REC0010,4.15,
LOT_AC,LOT_AC0012,72,REC0010,4.15,
LOT_AC,LOT_AC0013,72,REC0010,4.15,
LOT_AC,LOT_AC0019,72,REC0010,4.15,
LOT_AD,LOT_AD0004,96,REC0010,4.5,
LOT_AD,LOT_AD0007,96,REC0010,4.5,
LOT_AD,LOT_AD0010,96,REC0010,4.5,
LOT_AD,LOT_AD0011,96,REC0010,4.5,
LOT_AD,LOT_AD0015,96,REC0010,4.5,
LOT_AD,LOT_AD0019,96,REC0010,4.5,
LOT_AD,LOT_AD0021,96,REC0010,4.5,
LOT_AD,LOT_AD0024,96,REC0010,4.5,
LOT_AD,LOT_AD0033,96,REC0010,4.5,
LOT_AD,LOT_AD0034,96,REC0010,4.5,
LOT_AD,LOT_AD0035,96,REC0010,4.5,
LOT_AD,LOT_AD0039,96,REC0010,4.5,
LOT_AD,LOT_AD0041,96,REC0010,4.5,
LOT_AD,LOT_AD0043,96,REC0010,4.5,
LOT_AD,LOT_AD0044,96,REC0010,4.5,
LOT_AD,LOT_AD0046,96,REC0010,4.5,
LOT_AD,LOT_AD0049,96,REC0010,4.5,
LOT_AD,LOT_AD0050,96,REC0010,4.5,
LOT_AD,LOT_AD0060,96,REC0010,4.5,
LOT_AD,LOT_AD0062,96,REC0010,4.5,
LOT_AD,LOT_AD0064,96,REC0010,4.5,
LOT_AE,LOT_AE0002,24,REC0011,4.6,
LOT_AE,LOT_AE0004,24,REC0011,4.6,
LOT_AE,LOT_AE0005,24,REC0011,4.6,
LOT_AE,LOT_AE0012,24,REC0011,4.6,
LOT_AE,LOT_AE0013,24,REC0011,4.6,
LOT_AE,LOT_AE0014,24,REC0011,4.6,
LOT_AE,LOT_AE0016,24,REC0011,4.6,
LOT_AE,LOT_AE0018,24,REC0011,4.6,
LOT_AE,LOT_AE0019,24,REC0011,4.6,
LOT_AE,LOT_AE0020,24,REC0011,4.6,
LOT_AE,LOT_AE0021,24,REC0011,4.6,
LOT_AE,LOT_AE0024,24,REC0011,4.6,
LOT_AE,LOT_AE0027,24,REC0011,4.6,
LOT_AE,LOT_AE0034,24,REC0011,4.6,
LOT_AE,LOT_AE0036,24,REC0011,4.6,
LOT_AE,LOT_AE0038,24,REC0011,4.6,
LOT_AF,LOT_AF0001,72,REC0011,12,
LOT_AF,LOT_AF0002,72,REC0011,12,
LOT_AF,LOT_AF0008,72,REC0011,12,
LOT_AF,LOT_AF0009,72,REC0011,12,
LOT_AF,LOT_AF0011,72,REC0011,12,
LOT_AG,LOT_AG0001,96,REC0012,4.45,
LOT_AG,LOT_AG0006,96,REC0012,4.45,
LOT_AG,LOT_AG0018,96,REC0012,4.45,
LOT_AG,LOT_AG0020,96,REC0012,4.45,
LOT_AG,LOT_AG0022,96,REC0012,4.45,
LOT_AG,LOT_AG0026,96,REC0012,4.45,
LOT_AG,LOT_AG0027,96,REC0012,4.45,
LOT_AG,LOT_AG0028,96,REC0012,4.45,
LOT_AG,LOT_AG0031,96,REC0012,4.45,
LOT_AG,LOT_AG0032,96,REC0012,4.45,
LOT_AG,LOT_AG0035,96,REC0012,4.45,
LOT_AG,LOT_AG0038,96,REC0012,4.45,
LOT_AH,LOT_AH0005,96,REC0012,4.55,
LOT_AH,LOT_AH0010,96,REC0012,4.55,
LOT_AH,LOT_AH0012,96,REC0012,4.55,
LOT_AH,LOT_AH0016,96,REC0012,4.55,
LOT_AH,LOT_AH0018,96,REC0012,4.55,
LOT_AH,LOT_AH0019,96,REC0012,4.55,
LOT_AH,LOT_AH0022,96,REC0012,4.55,
LOT_AH,LOT_AH0028,96,REC0012,4.55,
LOT_AH,LOT_AH0030,96,REC0012,4.55,
LOT_AI,LOT_AI0001,96,REC0012,4.5,
LOT_AI,LOT_AI0004,96,REC0012,4.5,
LOT_AI,LOT_AI0007,96,REC0012,4.5,
LOT_AI,LOT_AI0008,96,REC0012,4.5,
LOT_AI,LOT_AI0009,96,REC0012,4.5,
LOT_AI,LOT_AI0010,96,REC0012,4.5,
LOT_AI,LOT_AI0011,96,REC0012,4.5,
LOT_AI,LOT_AI0014,96,REC0012,4.5,
LOT_AI,LOT_AI0019,96,REC0012,4.5,
LOT_AI,LOT_AI0032,96,REC0012,4.5,
LOT_AI,LOT_AI0036,96,REC0012,4.5,
LOT_AI,LOT_AI0038,96,REC0012,4.5,
LOT_AI,LOT_AI0040,96,REC0012,4.5,
LOT_AJ,LOT_AJ0001,96,REC0012,4.4,
LOT_AJ,LOT_AJ0002,96,REC0012,4.4,
LOT_AJ,LOT_AJ0006,96,REC0012,4.4,
LOT_AJ,LOT_AJ0007,96,REC0012,4.4,
LOT_AJ,LOT_AJ0008,96,REC0012,4.4,
LOT_AJ,LOT_AJ0011,96,REC0012,4.4,
LOT_AJ,LOT_AJ0012,96,REC0012,4.4,
LOT_AJ,LOT_AJ0021,96,REC0012,4.4,
LOT_AJ,LOT_AJ0026,96,REC0012,4.4,
LOT_AJ,LOT_AJ0033,96,REC0012,4.4,
LOT_AJ,LOT_AJ0034,96,REC0012,4.4,
LOT_AJ,LOT_AJ0041,96,REC0012,4.4,
LOT_AK,LOT_AK0001,96,REC0012,4.35,
LOT_AK,LOT_AK0002,96,REC0012,4.35,
LOT_AK,LOT_AK0005,96,REC0012,4.35,
LOT_AK,LOT_AK0006,96,REC0012,4.35,
LOT_AK,LOT_AK0012,96,REC0012,4.35,
LOT_AK,LOT_AK0013,96,REC0012,4.35,
LOT_AK,LOT_AK0015,96,REC0012,4.35,
LOT_AK,LOT_AK0016,96,REC0012,4.35,
LOT_AK,LOT_AK0017,96,REC0012,4.35,
LOT_AK,LOT_AK0020,96,REC0012,4.35,
LOT_AK,LOT_AK0021,96,REC0012,4.35,
LOT_AK,LOT_AK0027,96,REC0012,4.35,
LOT_AK,LOT_AK0031,96,REC0012,4.35,
LOT_AK,LOT_AK0034,96,REC0012,4.35,
LOT_AK,LOT_AK0035,96,REC0012,4.35,
LOT_AK,LOT_AK0038,96,REC0012,4.35,
LOT_AL,LOT_AL0002,144,REC0013,6.35,
LOT_AL,LOT_AL0009,144,REC0013,6.35,
LOT_AL,LOT_AL0011,144,REC0013,6.35,
LOT_AL,LOT_AL0012,144,REC0013,6.35,
LOT_AL,LOT_AL0013,144,REC0013,6.35,
LOT_AL,LOT_AL0014,144,REC0013,6.35,
LOT_AM,LOT_AM0001,144,REC0013,6.35,
LOT_AM,LOT_AM0002,144,REC0013,6.35,
LOT_AM,LOT_AM0006,144,REC0013,6.35,
LOT_AM,LOT_AM0011,144,REC0013,6.35,
LOT_AM,LOT_AM0014,144,REC0013,6.35,
LOT_AM,LOT_AM0015,144,REC0013,6.35,
LOT_AM,LOT_AM0017,144,REC0013,6.35,
LOT_AM,LOT_AM0023,144,REC0013,6.35,
LOT_AM,LOT_AM0025,144,REC0013,6.35,
LOT_AM,LOT_AM0031,144,REC0013,6.35,
LOT_AM,LOT_AM0038,144,REC0013,6.35,
LOT_AM,LOT_AM0040,144,REC0013,6.35,
LOT_AM,LOT_AM0044,144,REC0013,6.35,
LOT_AM,LOT_AM0051,144,REC0013,6.35,
LOT_AM,LOT_AM0052,144,REC0013,6.35,
LOT_AM,LOT_AM0053,144,REC0013,6.35,
LOT_AM,LOT_AM0054,144,REC0013,6.35,
LOT_AM,LOT_AM0055,144,REC0013,6.35,
LOT_AM,LOT_AM0058,144,REC0013,6.35,
LOT_AM,LOT_AM0059,144,REC0013,6.35,
LOT_AM,LOT_AM0060,144,REC0013,6.35,
LOT_AM,LOT_AM0062,144,REC0013,6.35,
LOT_AM,LOT_AM0064,144,REC0013,6.35,
LOT_AM,LOT_AM0067,144,REC0013,6.35,
LOT_AM,LOT_AM0068,144,REC0013,6.35,
LOT_AM,LOT_AM0069,144,REC0013,6.35,
LOT_AM,LOT_AM0074,144,REC0013,6.35,
LOT_AN,LOT_AN0005,96,REC0013,17.1,
LOT_AN,LOT_AN0009,96,REC0013,17.1,
LOT_AN,LOT_AN0010,96,REC0013,17.1,
LOT_AO,LOT_AO0004,120,REC0013,6.5,
LOT_AO,LOT_AO0005,120,REC0013,6.5,
LOT_AO,LOT_AO0007,120,REC0013,6.5,
LOT_AO,LOT_AO0014,120,REC0013,6.5,
LOT_AO,LOT_AO0018,120,REC0013,6.5,
LOT_AO,LOT_AO0020,120,REC0013,6.5,
LOT_AO,LOT_AO0022,120,REC0013,6.5,
LOT_AO,LOT_AO0023,120,REC0013,6.5,
LOT_AO,LOT_AO0024,120,REC0013,6.5,
LOT_AO,LOT_AO0025,120,REC0013,6.5,
LOT_AO,LOT_AO0031,120,REC0013,6.5,
LOT_AO,LOT_AO0032,120,REC0013,6.5,
LOT_AO,LOT_AO0034,120,REC0013,6.5,
LOT_AO,LOT_AO0046,120,REC0013,6.5,
LOT_AO,LOT_AO0047,120,REC0013,6.5,
LOT_AO,LOT_AO0048,120,REC0013,6.5,
LOT_AO,LOT_AO0049,120,REC0013,6.5,
LOT_AO,LOT_AO0052,120,REC0013,6.5,
LOT_AO,LOT_AO0054,120,REC0013,6.5,
LOT_AO,LOT_AO0055,120,REC0013,6.5,
LOT_AO,LOT_AO0057,120,REC0013,6.5,
LOT_AO,LOT_AO0058,120,REC0013,6.5,
LOT_AO,LOT_AO0059,120,REC0013,6.5,
LOT_AO,LOT_AO0064,120,REC0013,6.5,
LOT_AO,LOT_AO0071,120,REC0013,6.5,
LOT_AO,LOT_AO0073,120,REC0013,6.5,
LOT_AO,LOT_AO0076,120,REC0013,6.5,
LOT_AO,LOT_AO0077,120,REC0013,6.5,
LOT_AO,LOT_AO0083,120,REC0013,6.5,
LOT_AO,LOT_AO0087,120,REC0013,6.5,
LOT_AP,LOT_AP0001,192,REC0014,14.25,
LOT_AP,LOT_AP0004,192,REC0014,14.25,
LOT_AP,LOT_AP0007,192,REC0014,14.25,
LOT_AP,LOT_AP0010,192,REC0014,14.25,
LOT_AP,LOT_AP0013,192,REC0014,14.25,
LOT_AP,LOT_AP0022,192,REC0014,14.25,
LOT_AP,LOT_AP0023,192,REC0014,14.25,
LOT_AP,LOT_AP0028,192,REC0014,14.25,
LOT_AP,LOT_AP0030,192,REC0014,14.25,
LOT_AP,LOT_AP0032,192,REC0014,14.25,
LOT_AP,LOT_AP0036,192,REC0014,14.25,
LOT_AP,LOT_AP0039,192,REC0014,14.25,
LOT_AP,LOT_AP0043,192,REC0014,14.25,
LOT_AP,LOT_AP0048,192,REC0014,14.25,
LOT_AP,LOT_AP0051,192,REC0014,14.25,
LOT_AP,LOT_AP0053,192,REC0014,14.25,
LOT_AP,LOT_AP0060,192,REC0014,14.25,
LOT_AP,LOT_AP0061,192,REC0014,14.25,
LOT_AP,LOT_AP0062,192,REC0014,14.25,
LOT_AP,LOT_AP0065,192,REC0014,14.25,
LOT_AP,LOT_AP0066,192,REC0014,14.25,
LOT_AP,LOT_AP0069,192,REC0014,14.25,
LOT_AP,LOT_AP0074,192,REC0014,14.25,
LOT_AP,LOT_AP0079,192,REC0014,14.25,
LOT_AP,LOT_AP0082,192,REC0014,14.25,
LOT_AP,LOT_AP0084,192,REC0014,14.25,
LOT_AQ,LOT_AQ0003,192,REC0014,18.25,
LOT_AQ,LOT_AQ0011,192,REC0014,18.25,
LOT_AQ,LOT_AQ0012,192,REC0014,18.25,
LOT_AQ,LOT_AQ0013,192,REC0014,18.25,
LOT_AQ,LOT_AQ0016,192,REC0014,18.25,
LOT_AQ,LOT_AQ0017,192,REC0014,18.25,
LOT_AQ,LOT_AQ0018,192,REC0014,18.25,
LOT_AQ,LOT_AQ0021,192,REC0014,18.25,
LOT_AQ,LOT_AQ0023,192,REC0014,18.25,
LOT_AQ,LOT_AQ0026,192,REC0014,18.25,
LOT_AQ,LOT_AQ0027,192,REC0014,18.25,
LOT_AR,LOT_AR0001,192,REC0014,20.35,
LOT_AR,LOT_AR0003,192,REC0014,20.35,
LOT_AR,LOT_AR0007,192,REC0014,20.35,
LOT_AR,LOT_AR0010,192,REC0014,20.35,
LOT_AR,LOT_AR0013,192,REC0014,20.35,
LOT_AR,LOT_AR0016,192,REC0014,20.35,
LOT_AR,LOT_AR0019,192,REC0014,23.15,
LOT_AR,LOT_AR0021,192,REC0014,23.15,
LOT_AR,LOT_AR0027,192,REC0014,23.15,
LOT_AR,LOT_AR0028,192,REC0014,23.15,
LOT_AR,LOT_AR0029,192,REC0014,23.15,
LOT_AS,LOT_AS0001,192,REC0014,17.5,
LOT_AS,LOT_AS0003,192,REC0014,17.5,
LOT_AS,LOT_AS0005,192,REC0014,17.5,
LOT_AS,LOT_AS0007,192,REC0014,17.5,
LOT_AS,LOT_AS0008,192,REC0014,17.5,
LOT_AS,LOT_AS0009,192,REC0014,17.5,
LOT_AS,LOT_AS0011,192,REC0014,17.5,
LOT_AS,LOT_AS0012,192,REC0014,17.5,
LOT_AS,LOT_AS0014,192,REC0014,17.5,
LOT_AS,LOT_AS0017,192,REC0014,17.5,
LOT_AS,LOT_AS0018,192,REC0014,17.5,
LOT_AS,LOT_AS0028,192,REC0014,17.5,
LOT_AS,LOT_AS0031,192,REC0014,17.5,
LOT_AS,LOT_AS0032,192,REC0014,17.5,
LOT_AT,LOT_AT0001,48,REC0015,19.75,
LOT_AT,LOT_AT0002,48,REC0015,19.75,
LOT_AT,LOT_AT0003,48,REC0015,19.75,
LOT_AT,LOT_AT0004,48,REC0015,19.75,
LOT_AT,LOT_AT0005,48,REC0015,19.75,
LOT_AT,LOT_AT0009,48,REC0015,19.75,
LOT_AT,LOT_AT0010,48,REC0015,19.75,
LOT_AT,LOT_AT0014,48,REC0015,19.75,
LOT_AT,LOT_AT0017,48,REC0015,19.75,
LOT_AT,LOT_AT0018,48,REC0015,19.75,
LOT_AT,LOT_AT0021,48,REC0015,19.75,
LOT_AT,LOT_AT0026,48,REC0015,19.75,
LOT_AT,LOT_AT0028,48,REC0015,19.75,
LOT_AT,LOT_AT0031,48,REC0015,19.75,
LOT_AT,LOT_AT0033,48,REC0015,19.75,
LOT_AT,LOT_AT0035,48,REC0015,19.75,
LOT_AU,LOT_AU0002,168,REC0016,8.35,
LOT_AU,LOT_AU0005,168,REC0016,8.35,
LOT_AU,LOT_AU0006,168,REC0016,8.35,
LOT_AU,LOT_AU0009,168,REC0016,8.35,
LOT_AU,LOT_AU0010,168,REC0016,8.35,
LOT_AY,LOT_AY0001,48,REC0009,15,
LOT_AZ,LOT_AZ0001,48,REC0009,15,
LOT_B,LOT_B0001,192,REC0001,3.75,
LOT_B,LOT_B0004,192,REC0001,3.75,
LOT_B,LOT_B0006,192,REC0001,3.75,
LOT_B,LOT_B0007,192,REC0001,3.75,
LOT_B,LOT_B0011,192,REC0001,4.7,
LOT_B,LOT_B0014,192,REC0001,4.7,
LOT_B,LOT_B0019,192,REC0001,4.7,
LOT_B,LOT_B0020,192,REC0001,4.7,
LOT_BB,LOT_BB0001,24,REC0024,13.45,
LOT_BF,LOT_BF0001,24,REC0024,13.55,
LOT_BH,LOT_BH0001,24,REC0024,13.65,
LOT_BI,LOT_BI0001,24,REC0024,14.5,
LOT_BL,LOT_BL0001,144,REC0017,30.3,
LOT_BL,LOT_BL0002,144,REC0017,30.3,
LOT_BL,LOT_BL0009,144,REC0017,30.3,
LOT_BL,LOT_BL0010,144,REC0017,30.3,
LOT_BL,LOT_BL0011,144,REC0017,30.3,
LOT_BL,LOT_BL0012,144,REC0017,30.3,
LOT_BL,LOT_BL0014,144,REC0017,30.3,
LOT_BM,LOT_BM0002,144,REC0017,31.25,
LOT_BM,LOT_BM0013,144,REC0017,31.25,
LOT_BM,LOT_BM0018,144,REC0017,31.25,
LOT_BM,LOT_BM0019,144,REC0017,31.25,
LOT_BM,LOT_BM0025,144,REC0017,31.25,
LOT_BM,LOT_BM0027,144,REC0017,31.25,
LOT_BM,LOT_BM0029,144,REC0017,31.25,
LOT_BM,LOT_BM0030,144,REC0017,31.25,
LOT_BM,LOT_BM0032,144,REC0017,31.25,
LOT_BM,LOT_BM0033,144,REC0017,31.25,
LOT_BM,LOT_BM0035,144,REC0017,29.55,
LOT_BM,LOT_BM0036,144,REC0017,29.55,
LOT_BM,LOT_BM0037,144,REC0017,29.55,
LOT_BM,LOT_BM0042,144,REC0017,29.55,
LOT_BM,LOT_BM0044,144,REC0017,29.55,
LOT_BM,LOT_BM0046,144,REC0017,29.55,
LOT_BM,LOT_BM0048,144,REC0017,29.55,
LOT_BM,LOT_BM0052,144,REC0017,29.55,
LOT_BM,LOT_BM0053,144,REC0017,29.55,
LOT_BM,LOT_BM0054,144,REC0017,29.55,
LOT_BM,LOT_BM0055,144,REC0017,29.55,
LOT_BM,LOT_BM0058,144,REC0017,29.55,
LOT_BM,LOT_BM0059,144,REC0017,29.55,
LOT_BM,LOT_BM0060,144,REC0017,29.55,
LOT_BM,LOT_BM0061,144,REC0017,29.55,
LOT_BM,LOT_BM0064,144,REC0017,29.55,
LOT_BM,LOT_BM0065,144,REC0017,29.55,
LOT_BN,LOT_BN0001,24,REC0024,14.1,
LOT_BO,LOT_BO0001,72,REC0018,6.15,
LOT_BO,LOT_BO0003,72,REC0018,6.15,
LOT_BO,LOT_BO0006,72,REC0018,6.15,
LOT_BO,LOT_BO0008,72,REC0018,6.15,
LOT_BO,LOT_BO0009,72,REC0018,6.15,
LOT_BO,LOT_BO0011,72,REC0018,6.15,
LOT_BO,LOT_BO0014,72,REC0018,6.15,
LOT_BO,LOT_BO0015,72,REC0018,6.15,
LOT_BO,LOT_BO0016,72,REC0018,6.15,
LOT_BP,LOT_BP0002,96,REC0018,6,
LOT_BP,LOT_BP0003,96,REC0018,6,
LOT_BP,LOT_BP0007,96,REC0018,6,
LOT_BP,LOT_BP0010,96,REC0018,6,
LOT_BP,LOT_BP0011,96,REC0018,6,
LOT_BP,LOT_BP0012,96,REC0018,6,
LOT_BP,LOT_BP0015,96,REC0018,6,
LOT_BP,LOT_BP0017,96,REC0018,6,
LOT_BP,LOT_BP0019,96,REC0018,6,
LOT_BQ,LOT_BQ0003,48,REC0019,15.95,
LOT_BQ,LOT_BQ0004,48,REC0019,15.95,
LOT_BQ,LOT_BQ0007,48,REC0019,15.95,
LOT_BQ,LOT_BQ0008,48,REC0019,15.95,
LOT_BQ,LOT_BQ0011,48,REC0019,15.95,
LOT_BR,LOT_BR0001,24,REC0024,13.4,
LOT_BS,LOT_BS0006,48,REC0019,15.8,
LOT_BS,LOT_BS0008,48,REC0019,15.8,
LOT_BS,LOT_BS0009,48,REC0019,15.8,
LOT_BS,LOT_BS0012,48,REC0019,15.8,
LOT_BS,LOT_BS0013,48,REC0019,15.8,
LOT_BS,LOT_BS0014,48,REC0019,15.8,
LOT_BS,LOT_BS0016,48,REC0019,15.8,
LOT_BT,LOT_BT0001,24,REC0024,14,
LOT_BU,LOT_BU0001,48,REC0013,17.35,
LOT_BV,LOT_BV0001,24,REC0024,14,
LOT_BW,LOT_BW0003,48,REC0013,17.45,
LOT_BW,LOT_BW0004,48,REC0013,17.45,
LOT_BW,LOT_BW0006,48,REC0013,17.45,
LOT_BX,LOT_BX0001,48,REC0013,17.05,
LOT_BX,LOT_BX0005,48,REC0013,17.05,
LOT_BY,LOT_BY0001,48,REC0013,17.15,
LOT_BY,LOT_BY0002,48,REC0013,17.15,
LOT_BZ,LOT_BZ0003,72,REC0013,16.6,
LOT_C,LOT_C0005,216,REC0001,2.95,
LOT_C,LOT_C0012,216,REC0001,2.95,
LOT_C,LOT_C0013,216,REC0001,2.95,
LOT_C,LOT_C0014,216,REC0001,2.95,
LOT_C,LOT_C0016,216,REC0001,2.95,
LOT_C,LOT_C0022,216,REC0001,2.95,
LOT_C,LOT_C0025,216,REC0001,2.95,
LOT_C,LOT_C0026,216,REC0001,2.95,
LOT_C,LOT_C0028,216,REC0001,2.95,
LOT_C,LOT_C0030,216,REC0001,2.95,
LOT_C,LOT_C0031,216,REC0001,2.95,
LOT_C,LOT_C0032,216,REC0001,2.95,
LOT_C,LOT_C0033,216,REC0001,2.95,
LOT_C,LOT_C0035,216,REC0001,2.95,
LOT_C,LOT_C0039,216,REC0001,2.95,
LOT_CA,LOT_CA0001,72,REC0013,16.55,
LOT_CA,LOT_CA0004,72,REC0013,16.55,
LOT_CB,LOT_CB0004,72,REC0013,17.3,
LOT_CB,LOT_CB0006,72,REC0013,17.3,
LOT_CC,LOT_CC0001,72,REC0013,17.05,
LOT_CC,LOT_CC0002,72,REC0013,17.05,
LOT_CC,LOT_CC0007,72,REC0013,17.05,
LOT_CE,LOT_CE0001,96,REC0013,17.15,
LOT_CE,LOT_CE0003,96,REC0013,17.15,
LOT_CE,LOT_CE0006,96,REC0013,17.15,
LOT_CH,LOT_CH0001,48,REC0016,9.75,
LOT_CH,LOT_CH0006,48,REC0016,9.75,
LOT_CH,LOT_CH0008,48,REC0016,9.75,
LOT_CH,LOT_CH0009,48,REC0016,9.75,
LOT_CI,LOT_CI0001,48,REC0016,9.6,
LOT_CI,LOT_CI0005,48,REC0016,9.6,
LOT_CI,LOT_CI0009,48,REC0016,9.6,
LOT_CI,LOT_CI0010,48,REC0016,9.6,
LOT_CJ,LOT_CJ0002,24,REC0020,10.4,
LOT_CJ,LOT_CJ0006,24,REC0020,10.4,
LOT_CJ,LOT_CJ0007,24,REC0020,10.4,
LOT_CK,LOT_CK0001,24,REC0021,8.45,
LOT_CK,LOT_CK0002,24,REC0021,8.45,
LOT_CL,LOT_CL0002,24,REC0022,10.45,
LOT_CL,LOT_CL0004,24,REC0022,10.45,
LOT_CL,LOT_CL0005,24,REC0022,10.45,
LOT_CM,LOT_CM0002,96,REC0013,16.4,
LOT_CM,LOT_CM0004,96,REC0013,16.4,
LOT_CN,LOT_CN0002,120,REC0013,16.7,
LOT_CN,LOT_CN0004,120,REC0013,16.7,
LOT_CO,LOT_CO0001,24,REC0024,14,
LOT_CP,LOT_CP0001,24,REC0024,14,
LOT_CQ,LOT_CQ0001,24,REC0024,14,
LOT_CV,LOT_CV0002,72,REC0006,10.35,
LOT_CV,LOT_CV0004,72,REC0006,10.35,
LOT_CV,LOT_CV0005,72,REC0006,10.35,
LOT_CV,LOT_CV0007,72,REC0006,10.35,
LOT_CV,LOT_CV0028,72,REC0006,10.35,
LOT_CV,LOT_CV0031,72,REC0006,10.35,
LOT_CV,LOT_CV0035,72,REC0006,10.35,
LOT_CV,LOT_CV0036,72,REC0006,10.35,
LOT_CV,LOT_CV0038,72,REC0006,10.35,
LOT_CV,LOT_CV0040,72,REC0006,10.35,
LOT_CV,LOT_CV0041,72,REC0006,10.35,
LOT_CV,LOT_CV0046,72,REC0006,10.35,
LOT_CV,LOT_CV0047,72,REC0006,10.35,
LOT_CW,LOT_CW0003,48,REC0007,10.85,
LOT_CW,LOT_CW0004,48,REC0007,10.85,
LOT_CW,LOT_CW0006,48,REC0007,10.85,
LOT_CW,LOT_CW0013,48,REC0007,10.85,
LOT_CX,LOT_CX0004,96,REC0006,10.2,
LOT_CX,LOT_CX0012,96,REC0006,10.2,
LOT_CX,LOT_CX0014,96,REC0006,10.2,
LOT_CX,LOT_CX0016,96,REC0006,10.2,
LOT_CX,LOT_CX0019,96,REC0006,10.2,
LOT_CX,LOT_CX0020,96,REC0006,10.2,
LOT_CX,LOT_CX0027,96,REC0006,10.2,
LOT_CX,LOT_CX0029,96,REC0006,10.2,
LOT_CX,LOT_CX0034,96,REC0006,10.2,
LOT_CX,LOT_CX0035,96,REC0006,10.2,
LOT_CX,LOT_CX0037,96,REC0006,10.2,
LOT_CX,LOT_CX0039,96,REC0006,10.2,
LOT_CX,LOT_CX0041,96,REC0006,10.2,
LOT_CX,LOT_CX0042,96,REC0006,10.2,
LOT_CX,LOT_CX0050,96,REC0006,10.2,
